Hugo_Symbol	Chromosome
ARL1	chr12
ARL14	chr3
ARSD	chrX
ASRGL1	chr11
ASTL	chr2
ATF5	chr19
ATG5	chr6
AVIL	chr12
B3GNT2	chr2
B3GNT3	chr19
BARHL1	chr9
BCAT1	chr12
BCKDK	chr16
BCL2L10	chr15
BCOR	chrX
BCS1L	chr2
BEGAIN	chr14
BLOC1S5-TXNDC5	chr6
BMPR1A	chr10
BPIFA3	chr20
BPNT1	chr1
BRD7	chr16
BRMS1L	chr14
BST2	chr19
BTBD18	chr11
BTBD19	chr1
BTNL3	chr5
BUD13	chr11
C12orf43	chr12
C14orf183	chr14
C15orf39	chr15
C15orf57	chr15
C16orf72	chr16
C16orf97	chr16
C18orf56	chr18
C19orf38	chr19
C1orf116	chr1
C1QL2	chr2
C1QTNF5	chr11
C21orf37	chr21
C21orf49	chr21
C21orf91	chr21
C22orf23	chr22
C22orf31	chr22
C2CD4B	chr15
C2orf68	chr2
C2orf70	chr2
C3orf55	chr3
C5orf51	chr5
C7orf13	chr7
C7orf62	chr7
CACNA2D3	chr3
CADM4	chr19
CAMK4	chr5
CANT1	chr17
CANX	chr5
CAPN8	chr1
CAPZA1	chr1
CARM1	chr19
CASC4	chr15
CASP10	chr2
CBWD6	chr9
CBX2	chr17
CBX8	chr17
CCDC125	chr5
CCDC127	chr5
CCDC136	chr7
CCDC154	chr16
CCDC28B	chr1
CCDC38	chr12
CCDC53	chr12
CCDC71	chr3
CCDC94	chr19
CCDC97	chr19
CCL24	chr7
CCNDBP1	chr15
CCNI	chr4
CCNI2	chr5
CCNYL1	chr2
CD1E	chr1
CD2	chr1
CD80	chr3
CDC73	chr1
CDK4	chr12
CDR2L	chr17
CEACAM3	chr19
CENPL	chr1
CENPV	chr17
CES5A	chr16
CFD	chr19
CGB2	chr19
CHI3L1	chr1
CHMP2A	chr19
CHRNA3	chr15
CIDEC	chr3
CKM	chr19
CLDN1	chr3
CLEC4M	chr19
CLIP2	chr7
CLLU1OS	chr12
CLN3	chr16
CLPSL1	chr6
CLVS1	chr8
CNIH4	chr1
CNN1	chr19
CNOT2	chr12
CNPY2	chr12
COPS7B	chr2
COQ10B	chr2
COQ6	chr14
CPA1	chr7
CRK	chr17
CRTAP	chr3
CRY2	chr11
CRYL1	chr13
CSGALNACT1	chr8
CSH2	chr17
CTC-360G5.8	chr19
CTD-2587H24.4	chr19
CTDSPL	chr3
CXCL3	chr4
CXCL5	chr4
CXorf57	chrX
CXXC11	chr2
CYBB	chrX
CYP20A1	chr2
CYP2R1	chr11
CYP2W1	chr7
DACT3	chr19
DAP	chr5
DCAF12	chr9
DCN	chr12
DCUN1D1	chr3
DDB2	chr11
DDX54	chr12
DEFB115	chr20
DEFB129	chr20
DENND1C	chr19
DERA	chr12
DESI2	chr1
DGUOK	chr2
DHCR24	chr1
DHRS1	chr14
DKK1	chr10
DNAAF3	chr19
DOK4	chr16
DOK7	chr4
DPF2	chr11
DPH2	chr1
DUSP2	chr2
DUSP4	chr8
DYNLRB1	chr20
DYRK4	chr12
DYX1C1	chr15
EDDM3A	chr14
EDN2	chr1
EFCAB4A	chr11
EFHD1	chr2
EIF2B2	chr14
EIF2S1	chr14
EIF3K	chr19
EIF4EBP1	chr8
EIF4ENIF1	chr22
ELAVL1	chr19
EMC4	chr15
ENO3	chr17
EPOR	chr19
ERLIN2	chr8
EWSR1	chr22
EXT2	chr11
EXTL1	chr1
EZH1	chr17
FABP5	chr8
FAHD2A	chr2
FAM101B	chr17
FAM103A1	chr15
FAM105A	chr5
FAM107B	chr10
FAM110C	chr2
FAM111A	chr11
FAM115C	chr7
FAM120A	chr9
FAM133B	chr7
FAM169B	chr15
FAM172A	chr5
FAM183A	chr1
FAM192A	chr16
FAM209B	chr20
FAM210A	chr18
FAM63B	chr15
FAM71B	chr5
FAM78A	chr9
FAM96B	chr16
FANCL	chr2
FBL	chr19
FBXL3	chr13
FBXO43	chr8
FBXO44	chr1
FBXW4	chr10
FCER1A	chr1
FEN1	chr11
FFAR1	chr19
FGB	chr4
FGF11	chr17
FGFR3	chr4
FIBIN	chr11
FKBP3	chr14
FLOT2	chr17
FLT3LG	chr19
FLVCR2	chr14
FNBP1L	chr1
FOXD1	chr5
FOXO1	chr13
FRS3	chr6
G3BP1	chr5
GAB1	chr4
GALK2	chr15
GALM	chr2
GAN	chr16
GANAB	chr11
GAR1	chr4
GATA4	chr8
GCA	chr2
GCK	chr7
GDI2	chr10
GDPD1	chr17
GIMAP2	chr7
GJA1	chr6
GJD4	chr10
GK	chrX
GLA	chrX
GMPPA	chr2
GNA11	chr19
GNLY	chr2
GNPNAT1	chr14
GNRHR	chr4
GPATCH2L	chr14
GPM6B	chrX
GPN2	chr1
GPR150	chr5
GPR153	chr1
GPR160	chr3
GPR18	chr13
GPX8	chr5
GRASP	chr12
GRB7	chr17
GTF2IRD2	chr7
GTSF1L	chr20
H2AFX	chr11
HADH	chr4
HAND2	chr4
HBS1L	chr6
HCLS1	chr3
HCRTR1	chr1
HCRTR2	chr6
HDAC10	chr22
HDC	chr15
HIC2	chr22
HIF3A	chr19
HIST1H2AL	chr6
HIST1H4G	chr6
HMBS	chr11
HMGN1	chr21
HMX1	chr4
HNRNPD	chr4
HNRNPH3	chr10
HOXA7	chr7
HOXC10	chr12
HOXD12	chr2
HOXD9	chr2
HP	chr16
HPS5	chr11
HPS6	chr10
HRCT1	chr9
HSD17B1	chr17
HSPB1	chr7
HSPBP1	chr19
HTR2C	chrX
HTR3E	chr3
IBA57-AS1	chr1
IFIT5	chr10
IFT46	chr11
IFT57	chr3
IGSF21	chr1
IKBKB	chr8
IKZF3	chr17
IL17RE	chr3
IL1A	chr2
IL22	chr12
IL33	chr9
INTS12	chr4
INTS9	chr8
IP6K1	chr3
IQCF1	chr3
IQCJ	chr3
IRF2BP1	chr19
ISL1	chr5
ISL2	chr15
ITGB6	chr2
JTB	chr1
KAAG1	chr6
KDM4D	chr11
KIAA0895	chr7
KIAA1045	chr9
KIF18B	chr17
KITLG	chr12
KLF12	chr13
KLF15	chr3
KLHDC10	chr7
KLHL31	chr6
KLRD1	chr12
KRBA2	chr17
KRT33A	chr17
KRT35	chr17
KRT6C	chr12
KRTAP10-5	chr21
KRTAP13-2	chr21
KRTAP16-1	chr17
KRTAP27-1	chr21
KRTAP5-11	chr11
KRTAP5-3	chr11
KRTAP9-1	chr17
KRTAP9-7	chr17
LAD1	chr1
LAS1L	chrX
LBR	chr1
LCAT	chr16
LCE1E	chr1
LCE3E	chr1
LCP1	chr13
LCTL	chr15
LEFTY1	chr1
LGALS3	chr14
LGR5	chr12
LHX2	chr9
LIME1	chr20
LINGO3	chr19
LINS	chr15
LMCD1	chr3
LOR	chr1
LPAR2	chr19
LPAR3	chr1
LRFN1	chr19
LRRC19	chr9
LRRC49	chr15
LRRC72	chr7
LSP1	chr11
LYSMD3	chr5
MAD1L1	chr7
MAD2L1	chr4
MAGEE2	chrX
MAMLD1	chrX
MAP2K1	chr15
MAP3K8	chr10
MAP4K1	chr19
MAPK10	chr4
MAPRE1	chr20
MARCH8	chr10
MCOLN1	chr19
ME3	chr11
MEN1	chr11
METTL25	chr12
MFSD5	chr12
MGLL	chr3
MIB2	chr1
MIER1	chr1
MIIP	chr1
MINK1	chr17
MIPOL1	chr14
MIR3654	chr11
MITD1	chr2
MMP25	chr16
MOGAT3	chr7
MPP2	chr17
MRGPRE	chr11
MRGPRX1	chr11
MRPL32	chr7
MRPL43	chr10
MRPL50	chr9
MRPS17	chr7
MS4A8	chr11
MYADML2	chr17
N4BP2L1	chr13
NANOS2	chr19
NCBP1	chr9
NCSTN	chr1
NDRG4	chr16
NDST2	chr10
NDUFB8	chr10
NDUFC1	chr4
NFYC	chr1
NGFR	chr17
NHEJ1	chr2
NHLRC3	chr13
NLN	chr5
NMBR	chr6
NMS	chr2
NMUR1	chr2
NNMT	chr11
NOL10	chr2
NPIPA5	chr16
NSUN5	chr7
NSUN7	chr4
NTMT1	chr9
NTN3	chr16
NUCB2	chr11
NUDT16L1	chr16
NUDT19	chr19
NUP43	chr6
NUPL1	chr13
NUTM2B	chr10
OAF	chr11
OAS2	chr12
ODF3L2	chr19
OPA3	chr19
OPRL1	chr20
OR10G3	chr14
OR10J5	chr1
OR13C2	chr9
OR13C8	chr9
OR13H1	chrX
OR1L8	chr9
OR2A2	chr7
OR2A25	chr7
OR2C1	chr16
OR4X1	chr11
OR52K1	chr11
OR56A3	chr11
OR6B1	chr7
OR6C3	chr12
OR6P1	chr1
OR8B8	chr11
ORAOV1	chr11
ORC2	chr2
ORC4	chr2
OSGEPL1	chr2
OSTN	chr3
P2RX1	chr17
PAAF1	chr11
PADI3	chr1
PAICS	chr4
PAPL	chr19
PARG	chr10
PARP3	chr3
PCBP2	chr12
PCDHA4	chr5
PDE6A	chr5
PDE6B	chr4
PDE7A	chr8
PDE7B	chr6
PDGFD	chr11
PDK2	chr17
PDP2	chr16
PDSS1	chr10
PDZD3	chr11
PDZK1	chr1
PGAM1	chr10
PHACTR2	chr6
PHF1	chr6
PI4K2A	chr10
PID1	chr2
PIGX	chr3
PIP4K2A	chr10
PJA1	chrX
PKIG	chr20
PLEKHB1	chr11
PLEKHD1	chr14
PLEKHF2	chr8
PLEKHM3	chr2
PLK1	chr16
PLSCR5	chr3
PM20D2	chr6
PODXL2	chr3
POFUT2	chr21
POU3F4	chrX
POU4F3	chr5
PPARGC1A	chr4
PPP1R13B	chr14
PPP1R32	chr11
PPP1R37	chr19
PPP2R2A	chr8
PRDM6	chr5
PRIMPOL	chr4
PRKAB2	chr1
PRKCB	chr16
PRKCSH	chr19
PROSC	chr8
PROX2	chr14
PRR15	chr7
PRRT4	chr7
PRSS27	chr16
PRSS45	chr3
PRSS54	chr16
PSD4	chr2
PSMD6	chr3
PSPN	chr19
PTGDS	chr9
PTGER1	chr19
PTPN7	chr1
PTRHD1	chr2
PURG	chr8
PWWP2A	chr5
PYCR2	chr1
PYDC2	chr3
QRSL1	chr6
QSOX2	chr9
R3HCC1	chr8
RAB11FIP5	chr2
RAB1B	chr11
RAB32	chr6
RAB33B	chr4
RAB38	chr11
RARB	chr3
RASA3	chr13
RASGRP1	chr15
RASSF4	chr10
RCAN2	chr6
RCN1	chr11
RDH11	chr14
REC8	chr14
RECQL	chr12
REM2	chr14
REN	chr1
RFESD	chr5
RFXAP	chr13
RGR	chr10
RGS11	chr16
RGS5	chr1
RGS6	chr14
RHBDD1	chr2
RHBDL1	chr16
RHOA	chr3
RHOJ	chr14
RNASEK-C17orf49	chr17
RNF130	chr5
RNF207	chr1
ROM1	chr11
RP11-1102P16.1	chr8
RP11-111M22.2	chr11
RP11-127H5.1	chr8
RP11-156E8.1	chr1
RP11-162P23.2	chr12
RP11-17M16.1	chr18
RP11-295K3.1	chr11
RP11-315O6.2	chr11
RP11-463D19.2	chr8
RP11-724O16.1	chr2
RP3-369A17.5	chr6
RP4-583P15.15	chr20
RPL27	chr17
RTBDN	chr19
RTDR1	chr22
RTF1	chr15
RUFY2	chr10
RUNDC1	chr17
RUNDC3A	chr17
S100A2	chr1
SAAL1	chr11
SAG	chr2
SAR1B	chr5
SCARF1	chr17
SCRN1	chr7
SDAD1	chr4
SEC61A1	chr3
SEPHS2	chr16
SEPT2	chr2
SERPINA7	chrX
SERPINB6	chr6
SETD9	chr5
SETMAR	chr3
SF3B4	chr1
SFR1	chr10
SFXN5	chr2
SGCG	chr13
SH3BP5L	chr1
SH3D19	chr4
SHOC2	chr10
SIRT4	chr12
SKA1	chr18
SLC15A4	chr12
SLC17A2	chr6
SLC25A16	chr10
SLC25A21	chr14
SLC25A23	chr19
SLC25A28	chr10
SLC25A41	chr19
SLC25A44	chr1
SLC28A1	chr15
SLC2A12	chr6
SLC30A7	chr1
SLC39A10	chr2
SLC39A9	chr14
SLC41A3	chr3
SLC4A2	chr7
SLC51A	chr3
SLC5A10	chr17
SLC8A2	chr19
SLFNL1	chr1
SMAD1	chr4
SMARCAL1	chr2
SMARCB1	chr22
SMIM7	chr19
SNRPA1	chr15
SNTB2	chr16
SNX21	chr20
SNX30	chr9
SOX3	chrX
SOX30	chr5
SPANXN4	chrX
SPATA20	chr17
SPATA25	chr20
SPATA3	chr2
SPATA5	chr4
SPDYC	chr11
SPINT1	chr15
SPPL2C	chr17
SPRED3	chr19
SPRY4	chr5
SPRYD3	chr12
SPSB2	chr12
SRM	chr1
SRP14	chr15
SRSF3	chr6
SSSCA1	chr11
ST3GAL1	chr8
ST3GAL2	chr16
STAU1	chr20
STEAP2	chr7
STIP1	chr11
STMN2	chr8
STMN4	chr8
STRADA	chr17
STT3A	chr11
SUCLG1	chr2
SUCNR1	chr3
SUMF2	chr7
SVOP	chr12
SYT14	chr1
SYT8	chr11
SYT9	chr11
TAAR8	chr6
TACR2	chr10
TACSTD2	chr1
TADA1	chr1
TAPBP	chr6
TAS1R3	chr1
TAS2R10	chr12
TBC1D25	chrX
TBC1D9B	chr5
TBR1	chr2
TBX10	chr11
TCF7	chr5
TCP10L2	chr6
TFAP2D	chr6
TFB1M	chr6
TGFA	chr2
TGFB1	chr19
TGM5	chr15
THEGL	chr4
THOP1	chr19
TIMM21	chr18
TLX1NB	chr10
TMEM116	chr12
TMEM120B	chr12
TMEM126A	chr11
TMEM138	chr11
TMEM143	chr19
TMEM169	chr2
TMEM17	chr2
TMEM18	chr2
TMEM180	chr10
TMEM192	chr4
TMEM198	chr2
TMEM237	chr2
TMEM248	chr7
TMEM30A	chr6
TMEM45B	chr11
TMEM74	chr8
TMPRSS11D	chr4
TNIP1	chr5
TOMM20	chr1
TOPORS	chr9
TOR1AIP1	chr1
TOR2A	chr9
TOX4	chr14
TPBG	chr6
TPRX1	chr19
TRAF2	chr9
TRIM14	chr9
TRIM22	chr11
TRIM3	chr11
TRIM47	chr17
TRIM74	chr7
TRIP4	chr15
TRNP1	chr1
TRPV5	chr7
TSEN34	chr19
TSNAXIP1	chr16
TSPAN6	chrX
TSPYL4	chr6
TXNRD1	chr12
TYROBP	chr19
TYRP1	chr9
U2AF2	chr19
UBA52	chr19
UBXN2A	chr2
UFSP2	chr4
UGT1A8	chr2
ULBP1	chr6
UQCRC2	chr16
UROS	chr10
USP17L17	chr4
UTS2R	chr17
UXT	chrX
WBP2	chr17
WDR34	chr9
WDR73	chr15
WDR74	chr11
WDR77	chr1
WFDC3	chr20
XAGE5	chrX
XRCC1	chr19
YAF2	chr12
YARS	chr1
YBX1	chr1
YY1	chr14
ZCCHC13	chrX
ZCCHC4	chr4
ZDHHC19	chr3
ZFAND3	chr6
ZFP14	chr19
ZFPL1	chr11
ZG16	chr16
ZKSCAN4	chr6
ZMIZ1	chr10
ZNF185	chrX
ZNF213	chr16
ZNF214	chr11
ZNF224	chr19
ZNF24	chr18
ZNF280D	chr15
ZNF367	chr9
ZNF408	chr11
ZNF502	chr3
ZNF512	chr2
ZNF664	chr12
ZNF683	chr1
ZNF688	chr16
ZNF699	chr19
ZNF710	chr15
ZNF785	chr16
ZSCAN30	chr18
ZSWIM1	chr20
A3GALT2	chr1
AAMDC	chr11
AARD	chr8
ABHD12B	chr14
ABHD16A	chr6
ABHD6	chr3
ABHD8	chr19
ABR	chr17
AC004817.1	chr14
AC006014.1	chr7
AC006435.1	chr17
AC008060.7	chr7
AC009892.10	chr19
AC011294.3	chr7
AC016885.1	chr8
AC017081.1	chr2
AC018755.1	chr19
AC024592.12	chr19
AC025287.1	chr16
AC073343.1	chr7
AC074091.13	chr2
AC079602.1	chr12
AC091801.1	chr7
AC099552.4	chr7
AC129492.6	chr17
AC131097.4	chr2
AC140061.12	chr12
AC145676.2	chr7
AC226150.4	chr12
ACCS	chr11
ACOT12	chr5
ACOT2	chr14
ACOT4	chr14
ACRBP	chr12
ACTG1	chr17
ACTR10	chr14
ACTR1B	chr2
ADAD2	chr16
ADAL	chr15
ADAM23	chr2
ADAMTS6	chr5
ADAT2	chr6
ADH7	chr4
ADIPOQ	chr3
ADK	chr10
ADM2	chr22
ADPRM	chr17
ADRA2C	chr4
AE000662.92	chr14
AFAP1L1	chr5
AGAP5	chr10
AGER	chr6
AGMAT	chr1
AGPAT5	chr8
AGR2	chr7
AIFM2	chr10
AK3	chr9
AKIRIN2	chr6
AKR1B1	chr7
AKR1B15	chr7
AL117190.2	chr14
AL133373.1	chr14
AL136531.1	chr20
AL162389.1	chr9
AL359878.1	chr10
AL590867.1	chr6
AL669831.1	chr1
ALDH2	chr12
ALDH3A2	chr17
ALDH7A1	chr5
ALG14	chr1
ALG3	chr3
ALKBH4	chr7
ALX4	chr11
AMELX	chrX
AMELY	chrY
AMH	chr19
AMT	chr3
AMY1B	chr1
ANGPTL6	chr19
ANKK1	chr11
ANKRA2	chr5
ANKRD10	chr13
ANKRD13D	chr11
ANKRD37	chr4
ANKRD45	chr1
ANKRD49	chr11
ANKRD55	chr5
ANKRD6	chr6
ANKRD61	chr7
ANP32B	chr9
ANP32D	chr12
ANXA13	chr8
ANXA4	chr2
AP000350.10	chr22
AP003774.4	chr11
AP4M1	chr7
AP4S1	chr14
AP5B1	chr11
APH1B	chr15
API5	chr11
APIP	chr11
APITD1-CORT	chr1
APOA5	chr11
APOBEC3G	chr22
APOC3	chr11
APOH	chr17
APOOL	chrX
ARF6	chr14
ARFIP1	chr4
ARHGDIG	chr16
ARHGEF3	chr3
ARIH1	chr15
ARL14EPL	chr5
ARL4A	chr7
ARL4D	chr17
ARL5A	chr2
ARL5C	chr17
ARL6	chr3
ARMC10	chr7
ARNTL	chr11
ARPC2	chr2
ARPP19	chr15
ARSB	chr5
ASB16	chr17
ASPA	chr17
ASPSCR1	chr17
ATAD1	chr10
ATG16L2	chr11
ATG3	chr3
ATG4B	chr2
ATG4C	chr1
ATG4D	chr19
ATG9A	chr2
ATHL1	chr11
ATP1B3	chr3
ATP5C1	chr10
ATP5G1	chr17
ATP5H	chr17
ATP5L2	chr22
ATP6V1C2	chr2
AURKAIP1	chr1
AZI2	chr3
B3GALT2	chr1
B3GNT9	chr16
B4GALNT2	chr17
B4GALT2	chr1
B4GALT3	chr1
B4GALT4	chr3
B9D1	chr17
BAG3	chr10
BARX2	chr11
BASP1	chr5
BATF	chr14
BATF2	chr11
BBIP1	chr10
BCAS2	chr1
BCAT2	chr19
BCCIP	chr10
BCDIN3D	chr12
BCL2A1	chr15
BCL2L1	chr20
BCL2L11	chr2
BCL3	chr19
BCL6B	chr17
BCO2	chr11
BECN1	chr17
BFAR	chr16
BHLHE23	chr20
BHLHE40	chr3
BHLHE41	chr12
BLACE	chr7
BLOC1S4	chr4
BLVRA	chr7
BMP6	chr6
BMP8A	chr1
BOP1	chr8
BRD2	chr6
BRIX1	chr5
BRS3	chrX
BSDC1	chr1
BTBD16	chr10
BTD	chr3
BTG2	chr1
BTG3	chr21
BTG4	chr11
C10orf105	chr10
C10orf113	chr10
C10orf115	chr10
C10orf40	chr10
C10orf82	chr10
C10orf85	chr10
C11orf54	chr11
C11orf65	chr11
C11orf83	chr11
C11orf85	chr11
C12orf39	chr12
C12orf49	chr12
C12orf52	chr12
C12orf66	chr12
C13orf45	chr13
C14orf159	chr14
C14orf182	chr14
C14orf93	chr14
C15orf37	chr15
C15orf48	chr15
C15orf53	chr15
C15orf65	chr15
C16orf11	chr16
C16orf3	chr16
C16orf74	chr16
C16orf87	chr16
C16orf89	chr16
C17orf107	chr17
C17orf50	chr17
C17orf66	chr17
C17orf77	chr17
C17orf82	chr17
C17orf96	chr17
C17orf97	chr17
C18orf25	chr18
C18orf54	chr18
C19orf10	chr19
C19orf43	chr19
C19orf59	chr19
C19orf70	chr19
C1orf110	chr1
C1orf115	chr1
C1orf123	chr1
C1orf174	chr1
C1orf210	chr1
C1orf233	chr1
C1orf234	chr1
C1orf61	chr1
C1orf63	chr1
C1orf64	chr1
C1orf95	chr1
C1QTNF6	chr22
C20orf166	chr20
C20orf197	chr20
C20orf62	chr20
C20orf85	chr20
C21orf54	chr21
C22orf29	chr22
C22orf39	chr22
C2CD4C	chr19
C2CD4D	chr1
C2orf80	chr2
C3orf22	chr3
C3orf30	chr3
C3orf49	chr3
C3orf56	chr3
C3orf70	chr3
C4orf26	chr4
C4orf40	chr4
C4orf50	chr4
C4orf51	chr4
C5orf47	chr5
C5orf52	chr5
C5orf58	chr5
C5orf64	chr5
C6orf57	chr6
C6orf62	chr6
C7orf33	chr7
C7orf60	chr7
C7orf65	chr7
C8orf44	chr8
C8orf49	chr8
C8orf56	chr8
C8orf59	chr8
C8orf74	chr8
C8orf76	chr8
C9orf114	chr9
C9orf139	chr9
C9orf142	chr9
C9orf40	chr9
C9orf64	chr9
C9orf69	chr9
CA11	chr19
CA6	chr1
CA9	chr9
CAB39	chr2
CABP7	chr22
CACTIN	chr19
CALY	chr10
CAMK1G	chr1
CAMK2D	chr4
CAPN10	chr2
CAPSL	chr5
CAPZA2	chr7
CASP1	chr11
CASP6	chr4
CASP7	chr10
CATSPER3	chr5
CAV2	chr7
CBR1	chr21
CBX6	chr22
CCDC101	chr16
CCDC122	chr13
CCDC69	chr5
CCDC74A	chr2
CCDC78	chr16
CCDC83	chr11
CCDC86	chr11
CCL11	chr17
CCL17	chr16
CCL25	chr19
CCL26	chr7
CCL5	chr17
CCM2L	chr20
CCNO	chr5
CCR10	chr17
CCR2	chr3
CD151	chr11
CD160	chr1
CD180	chr5
CD276	chr15
CD300LD	chr17
CD5	chr11
CD74	chr5
CD79B	chr17
CD83	chr6
CD8A	chr2
CDC42EP2	chr11
CDC42EP3	chr2
CDC42SE1	chr1
CDCA5	chr11
CDCA7	chr2
CDK10	chr16
CDK5R2	chr2
CDK7	chr5
CDK9	chr9
CDKN2AIPNL	chr5
CDKN3	chr14
CDR2	chr16
CDSN	chr6
CDX2	chr13
CEACAM16	chr19
CEACAM4	chr19
CEBPA	chr19
CEMP1	chr16
CENPK	chr5
CEP55	chr10
CEP78	chr9
CEPT1	chr1
CERCAM	chr9
CETN1	chr18
CGB7	chr19
CHAC2	chr2
CHAD	chr17
CHAF1B	chr21
CHCHD2	chr7
CHGA	chr14
CHMP3	chr2
CHMP5	chr9
CHRM4	chr11
CHRNA7	chr15
CHRNG	chr2
CIAPIN1	chr16
CIB1	chr15
CIB3	chr19
CIB4	chr2
CIDEA	chr18
CISD1	chr10
CISD2	chr4
CKB	chr14
CKS2	chr9
CLCF1	chr11
CLDN19	chr1
CLDN5	chr22
CLDN6	chr16
CLDN9	chr16
CLEC18A	chr16
CLEC19A	chr16
CLEC3B	chr3
CLEC4C	chr12
CLEC4G	chr19
CLEC7A	chr12
CLECL1	chr12
CLK2	chr1
CLN6	chr15
CLRN3	chr10
CLTA	chr9
CLUAP1	chr16
CLYBL	chr13
CMSS1	chr3
CMTM4	chr16
CMTM7	chr3
CNIH3	chr1
CNN3	chr1
CNPPD1	chr2
CNR2	chr1
COG8	chr16
COL11A2	chr6
COL23A1	chr5
COMMD6	chr13
COPS8	chr2
COPZ1	chr12
CORO1A	chr16
COX6C	chr8
COX7A2	chr6
CPNE1	chr20
CPNE3	chr8
CPT2	chr1
CRADD	chr12
CRCT1	chr1
CREBL2	chr12
CRH	chr8
CRISP1	chr6
CRP	chr1
CRYAB	chr11
CRYBA1	chr17
CRYBA2	chr2
CRYBB3	chr22
CRYZ	chr1
CSHL1	chr17
CSNK1A1	chr5
CSRP1	chr1
CST7	chr20
CTB-133G6.1	chr19
CTC-241N9.1	chr5
CTD-2014B16.3	chr14
CTD-2144E22.5	chr16
CTD-2192J16.22	chr19
CTD-2330K9.3	chr3
CTD-2545G14.7	chr17
CTD-2545M3.6	chr19
CTD-2600O9.1	chr16
CTDSP2	chr12
CTDSPL2	chr15
CTLA4	chr2
CTRB1	chr16
CTRB2	chr16
CTSA	chr20
CTSK	chr1
CTSW	chr11
CTSZ	chr20
CTXN3	chr5
CWF19L1	chr10
CXCL1	chr4
CXCL10	chr4
CXCL11	chr4
CXCL17	chr19
CXorf28	chrX
CXorf38	chrX
CXorf65	chrX
CXXC4	chr4
CYB561A3	chr11
CYB561D1	chr1
CYB5R3	chr22
CYP11B2	chr8
CYP21A2	chr6
CYTH3	chr7
DAOA	chr13
DAPL1	chr2
DARC	chr1
DARS2	chr1
DBX2	chr12
DCAKD	chr17
DCD	chr12
DCT	chr13
DCTN2	chr12
DCTN6	chr8
DCUN1D3	chr16
DCXR	chr17
DDA1	chr19
DDIT4L	chr4
DDO	chr6
DDX28	chr16
DDX39A	chr19
DDX41	chr5
DEF8	chr16
DEFB113	chr6
DEFB121	chr20
DEGS1	chr1
DEPDC4	chr12
DEPDC7	chr11
DHCR7	chr11
DHRS3	chr1
DHX16	chr6
DIO1	chr1
DIRC3	chr2
DIS3	chr13
DKFZP547L112	chr15
DLEU7	chr13
DLST	chr14
DLX5	chr7
DMBX1	chr1
DMPK	chr19
DMTN	chr8
DNAJA1	chr9
DNAJC15	chr13
DNAJC27	chr2
DNAJC8	chr1
DNAL4	chr22
DNALI1	chr1
DNASE1	chr16
DNASE2	chr19
DNPEP	chr2
DOHH	chr19
DOK3	chr5
DPCD	chr10
DPH6	chr15
DPPA3	chr12
DPY30	chr2
DPYSL2	chr8
DRAM1	chr12
DRAM2	chr1
DTD1	chr20
DTX1	chr12
DUSP12	chr1
DUSP26	chr8
DUT	chr15
DVL2	chr17
DYDC2	chr10
E2F2	chr1
EDC3	chr15
EDF1	chr9
EFCAB8	chr20
EFNA2	chr19
EFNA3	chr1
EFNB3	chr17
EGFL7	chr9
EGR3	chr8
EGR4	chr2
EHD1	chr11
EIF1	chr17
EIF1AY	chrY
EIF2S3	chrX
EIF2S3L	chr12
EIF3J	chr15
EIF4G2	chr11
EIF5A2	chr3
EIF6	chr20
ELANE	chr19
ELK1	chrX
ELOVL7	chr5
ELSPBP1	chr19
EMC2	chr8
EMC3	chr3
EMC7	chr15
EMC8	chr16
EN2	chr7
ENDOG	chr9
ENO4	chr10
ENTPD3	chr3
EPHB6	chr7
EPSTI1	chr13
EPT1	chr2
ERGIC3	chr20
ERI2	chr16
ERLIN1	chr10
ERMP1	chr9
ESRP2	chr16
ETNK1	chr12
EXOSC1	chr10
F10	chr13
F11	chr4
FA2H	chr16
FAM102A	chr9
FAM104B	chrX
FAM110A	chr20
FAM114A1	chr4
FAM114A2	chr5
FAM118B	chr11
FAM126A	chr7
FAM127C	chrX
FAM131A	chr3
FAM132B	chr2
FAM153B	chr5
FAM162B	chr6
FAM168A	chr11
FAM177A1	chr14
FAM180A	chr7
FAM181A	chr14
FAM181B	chr11
FAM185A	chr7
FAM188B2	chr3
FAM19A5	chr22
FAM214B	chr9
FAM216B	chr13
FAM21B	chr10
FAM24B	chr10
FAM25C	chr10
FAM25E	chr10
FAM43B	chr1
FAM57A	chr17
FAM69B	chr9
FAM71E1	chr19
FAM72B	chr1
FAM92A1	chr8
FAM96A	chr15
FANCG	chr9
FASTKD2	chr2
FAXDC2	chr5
FBRSL1	chr12
FBXO16	chr8
FBXO2	chr1
FBXO45	chr3
FBXO47	chr17
FBXO6	chr1
FBXO7	chr22
FBXW12	chr3
FCN2	chr9
FCRLA	chr1
FEM1A	chr19
FEZ2	chr2
FFAR3	chr19
FGD2	chr6
FGF22	chr19
FGF23	chr12
FGF3	chr11
FGF7	chr15
FHIT	chr3
FIGLA	chr2
FIS1	chr7
FJX1	chr11
FKBP1C	chr6
FKBP7	chr2
FKBP8	chr19
FKBP9	chr7
FLJ30594	chr2
FLVCR1	chr1
FMOD	chr1
FMR1NB	chrX
FNDC5	chr1
FNDC9	chr5
FOLR2	chr11
FOXB1	chr15
FOXD2	chr1
FOXD4L6	chr9
FOXQ1	chr6
FOXR1	chr11
FPGS	chr9
FRK	chr6
FRMD7	chrX
FSIP1	chr15
